# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 344         4.447       51.962      -4.30       Rotterdam   
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# STN,YYYYMMDD,HH,    T
  344,20190209,   21,   86
  344,20190209,   22,   88
  344,20190209,   23,   82
  344,20190209,   24,   79
  344,20190210,    1,   78
  344,20190210,    2,   77
  344,20190210,    3,   71
  344,20190210,    4,   64
  344,20190210,    5,   62
  344,20190210,    6,   64
  344,20190210,    7,   70
  344,20190210,    8,   71
  344,20190210,    9,   79
  344,20190210,   10,   69
  344,20190210,   11,   71
  344,20190210,   12,   75
  344,20190210,   13,   67
  344,20190210,   14,   62
  344,20190210,   15,   58
  344,20190210,   16,   52
  344,20190210,   17,   45
  344,20190210,   18,   46
  344,20190210,   19,   47
  344,20190210,   20,   51
  344,20190210,   21,   48
  344,20190210,   22,   59
  344,20190210,   23,   52
  344,20190210,   24,   44
  344,20190211,    1,   47
  344,20190211,    2,   44
  344,20190211,    3,   48
  344,20190211,    4,   40
  344,20190211,    5,   50
  344,20190211,    6,   41
  344,20190211,    7,   48
  344,20190211,    8,   44
  344,20190211,    9,   65
  344,20190211,   10,   70
  344,20190211,   11,   67
  344,20190211,   12,   82
  344,20190211,   13,   80
  344,20190211,   14,   77
  344,20190211,   15,   72
  344,20190211,   16,   65
  344,20190211,   17,   46
  344,20190211,   18,   26
  344,20190211,   19,   23
  344,20190211,   20,   28
  344,20190211,   21,    1
  344,20190211,   22,   -4
  344,20190211,   23,    2
  344,20190211,   24,   -4
  344,20190212,    1,   -4
  344,20190212,    2,  -10
  344,20190212,    3,   12
  344,20190212,    4,   11
  344,20190212,    5,   26
  344,20190212,    6,   27
  344,20190212,    7,   45
  344,20190212,    8,   48
  344,20190212,    9,   58
  344,20190212,   10,   68
  344,20190212,   11,   83
  344,20190212,   12,   87
  344,20190212,   13,   88
  344,20190212,   14,   94
  344,20190212,   15,   80
  344,20190212,   16,   78
  344,20190212,   17,   71
  344,20190212,   18,   71
  344,20190212,   19,   68
  344,20190212,   20,   65
  344,20190212,   21,   63
  344,20190212,   22,   56
  344,20190212,   23,   57
  344,20190212,   24,   62
  344,20190213,    1,   59
  344,20190213,    2,   59
  344,20190213,    3,   59
  344,20190213,    4,   59
  344,20190213,    5,   59
  344,20190213,    6,   60
  344,20190213,    7,   60
  344,20190213,    8,   60
  344,20190213,    9,   63
  344,20190213,   10,   66
  344,20190213,   11,   68
  344,20190213,   12,   80
  344,20190213,   13,   88
  344,20190213,   14,   85
  344,20190213,   15,   82
  344,20190213,   16,   76
  344,20190213,   17,   68
  344,20190213,   18,   64
  344,20190213,   19,   60
  344,20190213,   20,   55
  344,20190213,   21,   49
  344,20190213,   22,   44
  344,20190213,   23,   42
  344,20190213,   24,   35
  344,20190214,    1,   32
  344,20190214,    2,   22
  344,20190214,    3,   20
  344,20190214,    4,   23
  344,20190214,    5,   11
  344,20190214,    6,   14
  344,20190214,    7,   21
  344,20190214,    8,   31
  344,20190214,    9,   50
  344,20190214,   10,   62
  344,20190214,   11,   83
  344,20190214,   12,   99
  344,20190214,   13,  112
  344,20190214,   14,  118
  344,20190214,   15,  118
  344,20190214,   16,  120
  344,20190214,   17,   89
  344,20190214,   18,   77
  344,20190214,   19,   45
  344,20190214,   20,   50
  344,20190214,   21,   55
  344,20190214,   22,   41
  344,20190214,   23,   26
  344,20190214,   24,   16
  344,20190215,    1,   10
  344,20190215,    2,   24
  344,20190215,    3,   20
  344,20190215,    4,    3
  344,20190215,    5,   12
  344,20190215,    6,    7
  344,20190215,    7,    4
  344,20190215,    8,   42
  344,20190215,    9,   76
  344,20190215,   10,   99
  344,20190215,   11,  117
  344,20190215,   12,  129
  344,20190215,   13,  144
  344,20190215,   14,  149
  344,20190215,   15,  148
  344,20190215,   16,  139
  344,20190215,   17,  123
  344,20190215,   18,   73
  344,20190215,   19,   64
  344,20190215,   20,   61
  344,20190215,   21,   51
  344,20190215,   22,   66
  344,20190215,   23,   60
  344,20190215,   24,   66
  344,20190216,    1,   66
  344,20190216,    2,   60
  344,20190216,    3,   50
  344,20190216,    4,   52
  344,20190216,    5,   51
  344,20190216,    6,   48
  344,20190216,    7,   49
  344,20190216,    8,   55
  344,20190216,    9,   75
  344,20190216,   10,   97
  344,20190216,   11,  104
  344,20190216,   12,  109
  344,20190216,   13,  116
  344,20190216,   14,  120
  344,20190216,   15,  121
  344,20190216,   16,  109
  344,20190216,   17,   90
  344,20190216,   18,   71
  344,20190216,   19,   74
  344,20190216,   20,   48
  344,20190216,   21,   53
  344,20190216,   22,   58
  344,20190216,   23,   42
  344,20190216,   24,   52
  344,20190217,    1,   52
  344,20190217,    2,   54
  344,20190217,    3,   42
  344,20190217,    4,   40
  344,20190217,    5,   32
  344,20190217,    6,   35
  344,20190217,    7,   25
  344,20190217,    8,   44
  344,20190217,    9,   75
  344,20190217,   10,   96
  344,20190217,   11,  113
  344,20190217,   12,  128
  344,20190217,   13,  138
  344,20190217,   14,  145
  344,20190217,   15,  149
  344,20190217,   16,  145
  344,20190217,   17,  122
  344,20190217,   18,  112
  344,20190217,   19,  101
  344,20190217,   20,  101
  344,20190217,   21,   90
  344,20190217,   22,   81
  344,20190217,   23,   61
  344,20190217,   24,   59
  344,20190218,    1,   61
  344,20190218,    2,   52
  344,20190218,    3,   53
  344,20190218,    4,   51
  344,20190218,    5,   54
  344,20190218,    6,   51
  344,20190218,    7,   55
  344,20190218,    8,   66
  344,20190218,    9,   80
  344,20190218,   10,  104
  344,20190218,   11,  116
  344,20190218,   12,  127
  344,20190218,   13,  133
  344,20190218,   14,  134
  344,20190218,   15,  132
  344,20190218,   16,  114
  344,20190218,   17,   94
  344,20190218,   18,   70
  344,20190218,   19,   60
  344,20190218,   20,   65
  344,20190218,   21,   81
  344,20190218,   22,   81
  344,20190218,   23,   74
  344,20190218,   24,   71
  344,20190219,    1,   73
  344,20190219,    2,   70
  344,20190219,    3,   67
  344,20190219,    4,   61
  344,20190219,    5,   59
  344,20190219,    6,   58
  344,20190219,    7,   56
  344,20190219,    8,   63
  344,20190219,    9,   71
  344,20190219,   10,   83
  344,20190219,   11,   93
  344,20190219,   12,   94
  344,20190219,   13,   98
  344,20190219,   14,   96
  344,20190219,   15,   86
  344,20190219,   16,   79
  344,20190219,   17,   75
  344,20190219,   18,   71
  344,20190219,   19,   71
  344,20190219,   20,   72
  344,20190219,   21,   65
  344,20190219,   22,   62
  344,20190219,   23,   62
  344,20190219,   24,   67
  344,20190220,    1,   65
  344,20190220,    2,   62
  344,20190220,    3,   53
  344,20190220,    4,   55
  344,20190220,    5,   54
  344,20190220,    6,   54
  344,20190220,    7,   58
  344,20190220,    8,   62
  344,20190220,    9,   71
  344,20190220,   10,   86
  344,20190220,   11,   97
  344,20190220,   12,  101
  344,20190220,   13,  111
  344,20190220,   14,  112
  344,20190220,   15,  109
  344,20190220,   16,  105
  344,20190220,   17,   92
  344,20190220,   18,   78
  344,20190220,   19,   77
  344,20190220,   20,   71
  344,20190220,   21,   68
  344,20190220,   22,   74
  344,20190220,   23,   74
  344,20190220,   24,   74
  344,20190221,    1,   67
  344,20190221,    2,   66
  344,20190221,    3,   66
  344,20190221,    4,   66
  344,20190221,    5,   66
  344,20190221,    6,   63
  344,20190221,    7,   69
  344,20190221,    8,   72
  344,20190221,    9,   86
  344,20190221,   10,   97
  344,20190221,   11,  109
  344,20190221,   12,  114
  344,20190221,   13,  112
  344,20190221,   14,   98
  344,20190221,   15,   89
  344,20190221,   16,   86
  344,20190221,   17,   85
  344,20190221,   18,   85
  344,20190221,   19,   86
  344,20190221,   20,   85
  344,20190221,   21,   82
  344,20190221,   22,   80
  344,20190221,   23,   74
  344,20190221,   24,   70
  344,20190222,    1,   69
  344,20190222,    2,   66
  344,20190222,    3,   65
  344,20190222,    4,   64
  344,20190222,    5,   60
  344,20190222,    6,   59
  344,20190222,    7,   60
  344,20190222,    8,   66
  344,20190222,    9,   75
  344,20190222,   10,   84
  344,20190222,   11,   94
  344,20190222,   12,  118
  344,20190222,   13,  122
  344,20190222,   14,  123
  344,20190222,   15,  123
  344,20190222,   16,  119
  344,20190222,   17,  114
  344,20190222,   18,  109
  344,20190222,   19,  107
  344,20190222,   20,   98
  344,20190222,   21,   77
  344,20190222,   22,   87
  344,20190222,   23,   84
  344,20190222,   24,   79
  344,20190223,    1,   73
  344,20190223,    2,   68
  344,20190223,    3,   65
  344,20190223,    4,   57
  344,20190223,    5,   47
  344,20190223,    6,   30
  344,20190223,    7,   51
  344,20190223,    8,   59
  344,20190223,    9,   74
  344,20190223,   10,   86
  344,20190223,   11,  102
  344,20190223,   12,  116
  344,20190223,   13,  119
  344,20190223,   14,  124
  344,20190223,   15,  122
  344,20190223,   16,  114
  344,20190223,   17,  103
  344,20190223,   18,   88
  344,20190223,   19,   83
  344,20190223,   20,   74
  344,20190223,   21,   67
  344,20190223,   22,   63
  344,20190223,   23,   40
  344,20190223,   24,   27
  344,20190224,    1,   49
  344,20190224,    2,    5
  344,20190224,    3,   -6
  344,20190224,    4,   12
  344,20190224,    5,   -9
  344,20190224,    6,   17
  344,20190224,    7,    0
  344,20190224,    8,   31
  344,20190224,    9,   62
  344,20190224,   10,   89
  344,20190224,   11,  115
  344,20190224,   12,  129
  344,20190224,   13,  136
  344,20190224,   14,  139
  344,20190224,   15,  144
  344,20190224,   16,  136
  344,20190224,   17,  107
  344,20190224,   18,   98
  344,20190224,   19,   73
  344,20190224,   20,   51
  344,20190224,   21,   34
  344,20190224,   22,   53
  344,20190224,   23,   35
  344,20190224,   24,   24
  344,20190225,    1,   16
  344,20190225,    2,   16
  344,20190225,    3,   15
  344,20190225,    4,    7
  344,20190225,    5,   -2
  344,20190225,    6,   27
  344,20190225,    7,   31
  344,20190225,    8,   52
  344,20190225,    9,   87
  344,20190225,   10,  119
  344,20190225,   11,  139
  344,20190225,   12,  152
  344,20190225,   13,  164
  344,20190225,   14,  168
  344,20190225,   15,  164
  344,20190225,   16,  153
  344,20190225,   17,  119
  344,20190225,   18,  105
  344,20190225,   19,   85
  344,20190225,   20,   72
  344,20190225,   21,   65
  344,20190225,   22,   43
  344,20190225,   23,   37
  344,20190225,   24,   27
  344,20190226,    1,   29
  344,20190226,    2,   19
  344,20190226,    3,    5
  344,20190226,    4,   22
  344,20190226,    5,   15
  344,20190226,    6,   16
  344,20190226,    7,   36
  344,20190226,    8,   76
  344,20190226,    9,  100
  344,20190226,   10,  129
  344,20190226,   11,  148
  344,20190226,   12,  168
  344,20190226,   13,  178
  344,20190226,   14,  180
  344,20190226,   15,  183
  344,20190226,   16,  165
  344,20190226,   17,  151
  344,20190226,   18,  111
  344,20190226,   19,   87
  344,20190226,   20,   88
  344,20190226,   21,   63
  344,20190226,   22,   77
  344,20190226,   23,   75
  344,20190226,   24,   49
  344,20190227,    1,   42
  344,20190227,    2,   34
  344,20190227,    3,   23
  344,20190227,    4,   35
  344,20190227,    5,   26
  344,20190227,    6,   56
  344,20190227,    7,   62
  344,20190227,    8,   72
  344,20190227,    9,  121
  344,20190227,   10,  143
  344,20190227,   11,  153
  344,20190227,   12,  163
  344,20190227,   13,  169
  344,20190227,   14,  163
  344,20190227,   15,  158
  344,20190227,   16,  143
  344,20190227,   17,  130
  344,20190227,   18,  105
  344,20190227,   19,   86
  344,20190227,   20,   78
  344,20190227,   21,   54
  344,20190227,   22,   39
  344,20190227,   23,   67
  344,20190227,   24,   55
  344,20190228,    1,   42
  344,20190228,    2,   37
  344,20190228,    3,   37
  344,20190228,    4,   30
  344,20190228,    5,   38
  344,20190228,    6,   39
  344,20190228,    7,   48
  344,20190228,    8,   61
  344,20190228,    9,   83
  344,20190228,   10,   87
  344,20190228,   11,  110
  344,20190228,   12,   98
  344,20190228,   13,  109
  344,20190228,   14,  112
  344,20190228,   15,  113
  344,20190228,   16,  105
  344,20190228,   17,  100
  344,20190228,   18,   97
  344,20190228,   19,   97
  344,20190228,   20,   95
  344,20190228,   21,   91
  344,20190228,   22,   89
  344,20190228,   23,   85
  344,20190228,   24,   81
  344,20190301,    1,   72
  344,20190301,    2,   68
  344,20190301,    3,   65
  344,20190301,    4,   66
  344,20190301,    5,   69
  344,20190301,    6,   72
  344,20190301,    7,   69
  344,20190301,    8,   65
  344,20190301,    9,   64
  344,20190301,   10,   66
  344,20190301,   11,   77
  344,20190301,   12,   77
  344,20190301,   13,   73
  344,20190301,   14,   64
  344,20190301,   15,   73
  344,20190301,   16,   69
  344,20190301,   17,   61
  344,20190301,   18,   57
  344,20190301,   19,   59
  344,20190301,   20,   58
  344,20190301,   21,   38
  344,20190301,   22,   28
  344,20190301,   23,   29
  344,20190301,   24,   50
  344,20190302,    1,   54
  344,20190302,    2,   59
  344,20190302,    3,   62
  344,20190302,    4,   64
  344,20190302,    5,   64
  344,20190302,    6,   65
  344,20190302,    7,   67
  344,20190302,    8,   76
  344,20190302,    9,   84
  344,20190302,   10,   92
  344,20190302,   11,  100
  344,20190302,   12,  112
  344,20190302,   13,  103
  344,20190302,   14,   98
  344,20190302,   15,   94
  344,20190302,   16,   95
  344,20190302,   17,   99
  344,20190302,   18,   99
  344,20190302,   19,   95
  344,20190302,   20,   96
  344,20190302,   21,   97
  344,20190302,   22,   98
  344,20190302,   23,   97
  344,20190302,   24,  103
  344,20190303,    1,  103
  344,20190303,    2,  104
  344,20190303,    3,  100
  344,20190303,    4,   95
  344,20190303,    5,   99
  344,20190303,    6,   99
  344,20190303,    7,  100
  344,20190303,    8,  104
  344,20190303,    9,  107
  344,20190303,   10,  110
  344,20190303,   11,  115
  344,20190303,   12,  115
  344,20190303,   13,  114
  344,20190303,   14,  120
  344,20190303,   15,  120
  344,20190303,   16,  123
  344,20190303,   17,  120
  344,20190303,   18,  116
  344,20190303,   19,  120
  344,20190303,   20,  119
  344,20190303,   21,  120
  344,20190303,   22,  121
  344,20190303,   23,  124
  344,20190303,   24,  123
  344,20190304,    1,  120
  344,20190304,    2,  119
  344,20190304,    3,  118
  344,20190304,    4,  115
  344,20190304,    5,   79
  344,20190304,    6,   77
  344,20190304,    7,   79
  344,20190304,    8,   54
  344,20190304,    9,   61
  344,20190304,   10,   73
  344,20190304,   11,   75
  344,20190304,   12,   84
  344,20190304,   13,   87
  344,20190304,   14,   82
  344,20190304,   15,   81
  344,20190304,   16,   79
  344,20190304,   17,   78
  344,20190304,   18,   78
  344,20190304,   19,   73
  344,20190304,   20,   75
  344,20190304,   21,   80
  344,20190304,   22,   73
  344,20190304,   23,   72
  344,20190304,   24,   73
  344,20190305,    1,   71
  344,20190305,    2,   64
  344,20190305,    3,   65
  344,20190305,    4,   65
  344,20190305,    5,   63
  344,20190305,    6,   56
  344,20190305,    7,   56
  344,20190305,    8,   57
  344,20190305,    9,   65
  344,20190305,   10,   73
  344,20190305,   11,   74
  344,20190305,   12,   83
  344,20190305,   13,   83
  344,20190305,   14,   98
  344,20190305,   15,   96
  344,20190305,   16,   91
  344,20190305,   17,   83
  344,20190305,   18,   81
  344,20190305,   19,   76
  344,20190305,   20,   77
  344,20190305,   21,   80
  344,20190305,   22,   80
  344,20190305,   23,   77
  344,20190305,   24,   77
  344,20190306,    1,   81
  344,20190306,    2,   81
  344,20190306,    3,   85
  344,20190306,    4,   88
  344,20190306,    5,   89
  344,20190306,    6,   89
  344,20190306,    7,   93
  344,20190306,    8,   98
  344,20190306,    9,   96
  344,20190306,   10,   95
  344,20190306,   11,  102
  344,20190306,   12,  101
  344,20190306,   13,  106
  344,20190306,   14,  110
  344,20190306,   15,  110
  344,20190306,   16,  112
  344,20190306,   17,  109
  344,20190306,   18,  110
  344,20190306,   19,  111
  344,20190306,   20,  110
  344,20190306,   21,  108
  344,20190306,   22,  107
  344,20190306,   23,  108
  344,20190306,   24,  109
  344,20190307,    1,  109
  344,20190307,    2,  108
  344,20190307,    3,  101
  344,20190307,    4,  100
  344,20190307,    5,   95
  344,20190307,    6,   82
  344,20190307,    7,   78
  344,20190307,    8,   81
  344,20190307,    9,   83
  344,20190307,   10,   90
  344,20190307,   11,  100
  344,20190307,   12,  102
  344,20190307,   13,  102
  344,20190307,   14,  101
  344,20190307,   15,   95
  344,20190307,   16,   97
  344,20190307,   17,   93
  344,20190307,   18,   91
  344,20190307,   19,   84
  344,20190307,   20,   80
  344,20190307,   21,   76
  344,20190307,   22,   77
  344,20190307,   23,   77
  344,20190307,   24,   78
  344,20190308,    1,   73
  344,20190308,    2,   72
  344,20190308,    3,   70
  344,20190308,    4,   68
  344,20190308,    5,   62
  344,20190308,    6,   66
  344,20190308,    7,   64
  344,20190308,    8,   70
  344,20190308,    9,   77
  344,20190308,   10,   84
  344,20190308,   11,   79
  344,20190308,   12,   91
  344,20190308,   13,   90
  344,20190308,   14,   90
  344,20190308,   15,   88
  344,20190308,   16,   87
  344,20190308,   17,   84
  344,20190308,   18,   86
  344,20190308,   19,   87
  344,20190308,   20,   78
  344,20190308,   21,   75
  344,20190308,   22,   74
  344,20190308,   23,   74
  344,20190308,   24,   78
  344,20190309,    1,   79
  344,20190309,    2,   85
  344,20190309,    3,   90
  344,20190309,    4,   89
  344,20190309,    5,   85
  344,20190309,    6,   88
  344,20190309,    7,   90
  344,20190309,    8,   89
  344,20190309,    9,   91
  344,20190309,   10,   97
  344,20190309,   11,   99
  344,20190309,   12,  105
  344,20190309,   13,  104
  344,20190309,   14,  107
  344,20190309,   15,   89
  344,20190309,   16,   88
  344,20190309,   17,   83
  344,20190309,   18,   84
  344,20190309,   19,   88
  344,20190309,   20,   87
  344,20190309,   21,   85
  344,20190309,   22,   85
  344,20190309,   23,   82
  344,20190309,   24,   80
  344,20190310,    1,   77
  344,20190310,    2,   75
  344,20190310,    3,   70
  344,20190310,    4,   60
  344,20190310,    5,   53
  344,20190310,    6,   50
  344,20190310,    7,   51
  344,20190310,    8,   52
  344,20190310,    9,   54
  344,20190310,   10,   78
  344,20190310,   11,  108
  344,20190310,   12,   96
  344,20190310,   13,   92
  344,20190310,   14,   54
  344,20190310,   15,   51
  344,20190310,   16,   52
  344,20190310,   17,   47
  344,20190310,   18,   49
  344,20190310,   19,   48
  344,20190310,   20,   62
  344,20190310,   21,   64
  344,20190310,   22,   69
  344,20190310,   23,   59
  344,20190310,   24,   50
  344,20190311,    1,   47
  344,20190311,    2,   52
  344,20190311,    3,   50
  344,20190311,    4,   39
  344,20190311,    5,   46
  344,20190311,    6,   46
  344,20190311,    7,   49
  344,20190311,    8,   52
  344,20190311,    9,   55
  344,20190311,   10,   67
  344,20190311,   11,   62
